ID	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent	NoOfReadsinPuzzleCovALT	UserPercentDifferntToBWACovALT	MeanPercentOfReadsDifferentCovALT
4931	970	16	20	20	0	0	5	0	0
4932	1067	17	20	20	0	0	10	0	0
4933	776	9	20	20	0	0	6	0	0
4934	1164	13	20	20	0	0	2	0	0
4935	1067	12	20	20	0	0	3	0	0
4936	1067	9	20	20	0	0	2	0	0
4937	1261	11	20	20	0	0	3	0	0
4938	582	13	20	20	0	0	2	0	0
4939	1067	12	20	20	0	0	1	0	0
4940	962	5	20	20	0	0	3	0	0
4941	1067	13	20	20	0	0	5	0	0
4942	970	9	20	20	0	0	4	0	0
4943	679	9	20	20	0	0	3	0	0
4944	582	11	20	20	0	0	5	0	0
4945	1350	11	20	20	0	0	3	0	0
4946	1164	17	20	20	0	0	2	0	0
4947	768	10	20	20	0	0	4	0	0
4948	1261	28	20	20	0	0	2	0	0
4949	1649	7	20	20	0	0	6	0	0
4950	1072	6	20	18	0	0	1	0	0
4951	970	14	20	20	0	0	3	0	0
4952	1156	10	20	20	0	0	6	0	0
4953	679	6	20	20	0	0	6	0	0
4954	776	8	20	20	0	0	7	0	0
4955	1067	6	20	18	0	0	6	0	0
4956	1261	12	20	20	0	0	3	0	0
4957	873	12	20	20	0	0	2	0	0
4958	962	286	20	20	0	0	4	0	0
4959	797	1	20	6	0	0	4	0	0
4960	1164	6	20	20	0	0	2	0	0
4961	679	11	20	20	0	0	3	0	0
4962	970	16	20	20	0	0	3	0	0
4963	776	13	20	20	0	0	8	0	0
4964	582	51	20	20	0	0	2	0	0
4965	679	16	20	20	0	0	3	0	0
4966	1164	16	20	20	0	0	4	0	0
4967	970	9	20	20	0	0	2	0	0
4968	1253	13	20	20	0	0	6	0	0
4969	954	13	20	20	0	0	9	0	0
4970	970	10	20	20	0	0	10	0	0
4971	1158	6	20	20	0	0	13	0	0
4972	1378	7	20	20	0	0	3	0	0
4973	1397	7	20	20	0	0	4	0	0
4974	1170	9	20	20	0	0	5	0	0
4975	1015	7	20	20	100	5.0	4	100	25.0
4976	940	5	20	20	0	0	3	0	0
4977	948	5	20	20	0	0	3	0	0
4978	931	12	20	20	0	0	1	0	0
4979	847	1	20	16	0	0	0	0	0
4980	810	5	20	18	0	0	0	0	0
4981	746	1	20	18	100	100.0	0	0	0
4982	762	1	20	20	100	100.0	0	0	0
4983	687	2	20	18	100	97.0	0	0	0
4984	720	1	20	20	100	100.0	0	0	0
4985	712	1	20	20	100	100.0	0	0	0
4986	700	4	20	20	100	100.0	0	0	0
4987	700	7	20	20	100	100.0	0	0	0
4988	700	1	20	20	100	100.0	0	0	0
4989	699	4	20	20	100	100.0	0	0	0
4990	681	2	20	18	100	100.0	0	0	0
4991	698	2	20	20	100	100.0	0	0	0
4992	691	5	20	20	100	100.0	0	0	0
4993	700	5	20	20	100	100.0	0	0	0
4994	700	12	20	20	100	100.0	0	0	0
4995	701	1	20	20	100	100.0	0	0	0
4996	760	1	20	18	100	100.0	0	0	0
4997	700	4	20	20	100	100.0	0	0	0
4998	385	4	12	12	100	91.0	0	0	0
4999	833	2	20	20	100	75.0	1	0	0
5000	1530	7	20	20	0	0	8	0	0
5001	1925	7	20	20	100	5.0	10	100	10.0
5002	1932	9	20	20	0	0	9	0	0
5003	1932	12	20	20	0	0	7	0	0
5004	1940	17	20	20	0	0	10	0	0
5005	1940	16	20	20	0	0	10	0	0
5006	1683	11	20	20	100	5.0	7	100	14.0
5007	1360	1	20	20	100	5.0	5	0	0
5008	343	4	7	7	100	100.0	0	0	0
5009	1080	6	20	20	100	100.0	0	0	0
5010	1072	1	20	20	100	100.0	0	0	0
5011	1080	1	20	20	100	100.0	0	0	0
5012	1495	2	20	20	100	12.5	7	100	21.0
5013	1750	8	20	20	0	0	9	0	0
5014	1780	15	20	20	0	0	3	0	0
5015	1772	6	20	20	0	0	12	0	0
5016	1772	8	20	20	0	0	5	0	0
5017	1772	16	20	20	100	5.0	9	100	11.0
5018	1764	5	20	20	0	0	4	0	0
5019	1780	13	20	20	0	0	5	0	0
5020	1780	16	20	20	0	0	10	0	0
5021	1780	6	20	20	0	0	5	0	0
5022	1720	10	20	20	0	0	12	0	0
5023	1387	12	20	20	100	5.0	4	100	25.0
5024	945	2	20	20	100	75.0	3	100	33.0
5025	872	2	18	18	100	100.0	0	0	0
5026	920	2	20	20	100	100.0	0	0	0
5027	668	3	20	20	100	65.0	2	100	50.0
5028	316	14	20	20	0	0	2	0	0
5029	324	13	20	20	0	0	1	0	0
5030	324	12	20	20	0	0	4	0	0
5031	324	175	20	18	0	0	1	0	0
5032	162	19	20	20	0	0	3	0	0
5033	324	14	20	20	0	0	8	0	0
5034	162	14	20	20	0	0	7	0	0
5035	405	14	20	20	0	0	5	0	0
5036	243	14	20	20	0	0	8	0	0
5037	1053	10	20	20	0	0	11	0	0
5038	666	12	20	20	0	0	6	0	0
5039	1226	1	20	20	100	5.0	8	0	0
5040	1932	11	20	20	0	0	9	0	0
5041	1883	4	20	20	0	0	3	0	0
5042	1875	6	20	20	0	0	12	0	0
5043	1924	7	20	20	0	0	9	0	0
5044	1918	5	20	20	100	10.0	6	100	33.0
5045	1940	21	20	20	0	0	7	0	0
5046	1837	2	20	18	0	0	11	0	0
5047	1006	2	20	20	100	70.0	8	100	25.0
5048	162	5	4	4	100	100.0	0	0	0
5049	898	6	20	20	0	0	0	0	0
5050	1412	1	20	20	100	10.0	6	0	0
5051	1634	6	20	20	0	0	11	0	0
5052	1765	5	20	20	100	5.0	9	100	11.0
5053	1765	7	20	20	100	5.0	8	100	12.0
5054	1780	13	20	20	0	0	5	0	0
5055	1754	8	20	20	87	5.0	5	0	0
5056	1770	11	20	20	90	5.0	4	90	25.0
5057	1764	10	20	20	0	0	6	0	0
5058	1780	10	20	20	0	0	7	0	0
5059	1780	16	20	20	0	0	10	0	0
5060	1412	7	20	20	0	0	11	0	0
5061	920	1	20	20	100	100.0	1	100	100.0
5062	129	2	3	3	100	100.0	0	0	0
5063	816	2	20	20	100	70.0	5	100	40.0
5064	1478	5	20	20	100	5.0	5	0	0
5065	1660	10	20	20	0	0	9	0	0
5066	1867	4	20	20	0	0	8	0	0
5067	1827	9	20	20	0	0	8	0	0
5068	1917	5	20	20	100	5.0	11	100	9.0
5069	1917	7	20	20	100	5.0	6	100	16.0
5070	1859	2	20	20	100	5.0	8	0	0
5071	1940	5	20	20	0	0	9	0	0
5072	1843	3	20	20	0	0	16	0	0
5073	1924	7	20	20	0	0	12	0	0
5074	1940	7	20	20	0	0	10	0	0
5075	1940	7	20	20	0	0	7	0	0
5076	1789	7	20	20	0	0	5	0	0
5077	1330	12	20	20	0	0	12	0	0
5078	895	1	20	18	100	27.0	6	0	0
5079	210	2	6	6	100	100.0	0	0	0
5080	871	1	20	20	100	50.0	16	100	50.0
5081	774	1	13	13	100	23.0	7	0	0
5082	840	1	20	20	100	100.0	0	0	0
5083	1561	4	20	20	0	0	7	0	0
5084	1602	6	20	20	0	0	14	0	0
5085	1773	3	20	20	100	5.0	13	100	7.0
5086	1735	10	20	20	0	0	12	0	0
5087	1083	2	20	20	100	100.0	0	0	0
5088	1012	1	20	20	100	100.0	1	100	100.0
5089	1433	5	20	20	100	10.0	9	100	11.0
5090	1840	5	20	20	0	0	3	0	0
5091	1798	6	20	20	0	0	1	0	0
5092	1915	10	20	20	0	0	10	0	0
5093	1940	5	20	20	0	0	10	0	0
5094	1940	10	20	20	0	0	5	0	0
5095	1932	9	20	20	0	0	11	0	0
5096	1685	1	20	20	100	5.0	10	0	0
5097	585	9	14	14	100	7.0	1	100	100.0
5098	1381	4	20	20	100	30.0	9	100	22.0
5099	1764	5	20	20	0	0	8	0	0
5100	1772	10	20	20	0	0	6	0	0
5101	1780	9	20	20	0	0	7	0	0
5102	1780	11	20	20	0	0	8	0	0
5103	1772	4	20	20	0	0	9	0	0
5104	1212	3	20	20	100	5.0	10	100	10.0
5105	420	4	11	11	100	90.0	0	0	0
5106	1228	1	20	20	100	25.0	3	0	0
5107	1775	4	20	20	0	0	4	0	0
5108	1933	6	20	20	100	5.0	9	100	11.0
5109	1940	11	20	20	0	0	13	0	0
5110	1940	11	20	20	0	0	12	0	0
5111	1096	8	20	20	0	0	9	0	0
5112	240	2	6	6	100	100.0	4	100	100.0
5113	1130	2	20	20	100	10.0	10	100	10.0
5114	1930	6	20	20	100	5.0	9	100	11.0
5115	1932	10	20	20	0	0	7	0	0
5116	1932	8	20	20	0	0	9	0	0
5117	1924	9	20	20	0	0	12	0	0
5118	1940	9	20	20	0	0	6	0	0
5119	1924	7	20	20	0	0	5	0	0
5120	1770	10	20	20	100	5.0	11	100	9.0
5121	378	3	10	8	100	100.0	0	0	0
5122	1311	2	20	20	100	37.5	7	0	0
5123	1447	6	20	20	0	0	17	0	0
5124	252	4	5	5	100	80.0	1	0	0
5125	1213	4	20	20	100	35.0	5	0	0
5126	1721	2	20	20	100	5.0	4	0	0
5127	1932	9	20	20	0	0	12	0	0
5128	1827	10	20	20	0	0	16	0	0
5129	1919	9	20	20	100	10.0	18	100	11.0
5130	1415	7	20	20	0	0	16	0	0
5131	947	4	20	18	100	50.0	1	0	0
5132	480	1	11	11	100	100.0	0	0	0
5133	681	1	20	20	100	75.0	2	100	50.0
5134	1678	9	20	20	0	0	16	0	0
5135	1940	11	20	20	0	0	9	0	0
5136	1932	15	20	20	0	0	10	0	0
5137	1835	6	20	20	0	0	15	0	0
5138	1575	8	20	18	0	0	8	0	0
5139	303	2	6	6	100	100.0	2	100	100.0
5140	863	2	20	18	100	13.5	9	50	11.0
5141	1835	4	20	20	0	0	14	0	0
5142	1398	3	20	18	0	0	12	0	0
5143	201	1	3	3	100	100.0	0	0	0
5144	658	1	20	16	100	25.0	6	0	0
5145	761	8	13	9	100	11.0	8	100	12.0
5146	1628	10	20	20	0	0	2	0	0
5147	1628	9	20	20	0	0	2	0	0
5148	1620	15	20	20	0	0	0	0	0
5149	1620	12	20	20	0	0	5	0	0
5150	243	17	20	20	0	0	6	0	0
5151	1134	12	20	20	0	0	4	0	0
5152	1215	5	20	20	0	0	5	0	0
5153	1296	13	20	20	0	0	3	0	0
5154	1377	9	20	20	0	0	4	0	0
5155	1377	6	20	20	0	0	1	0	0
5156	972	15	20	20	0	0	8	0	0
5157	810	5	20	20	0	0	9	0	0
5158	1296	2	20	20	0	0	7	0	0
5159	1377	17	20	20	0	0	8	0	0
5160	1377	7	20	20	0	0	5	0	0
5161	1134	7	20	20	0	0	11	0	0
5162	1539	10	20	20	0	0	10	0	0
5163	1603	13	20	20	0	0	4	0	0
5164	1023	1	20	16	100	81.0	3	100	66.0
5165	900	4	20	16	100	25.0	1	100	100.0
5166	776	1	20	18	100	11.0	0	0	0
5167	765	2	20	20	100	5.0	0	0	0
5168	971	5	20	16	100	100.0	0	0	0
5169	653	1	20	20	100	15.0	0	0	0
5170	976	1	20	18	100	100.0	0	0	0
5171	992	3	20	18	100	100.0	0	0	0
5172	134	1	3	1	100	100.0	0	0	0
5173	614	1	20	20	100	70.0	2	100	100.0
5174	1908	4	20	20	100	5.0	5	100	20.0
5175	1940	12	20	20	0	0	7	0	0
5176	1932	9	20	20	0	0	9	0	0
5177	1933	10	20	20	100	5.0	11	100	9.0
5178	1940	13	20	20	0	0	7	0	0
5179	1940	8	20	20	0	0	8	0	0
5180	1933	11	20	20	100	5.0	7	100	14.0
5181	1932	5	20	20	100	15.0	9	100	22.0
5182	1699	3	20	14	0	0	4	0	0
5183	1291	1	20	6	0	0	3	0	0
5184	1208	1	20	12	0	0	5	0	0
5185	765	2	20	10	100	40.0	2	100	100.0
5186	481	2	20	20	100	100.0	0	0	0
5187	478	3	20	20	100	100.0	0	0	0
5188	230	2	10	10	100	100.0	0	0	0
5189	1165	10	20	20	0	0	3	0	0
5190	1594	14	20	20	0	0	3	0	0
5191	1513	8	20	20	0	0	3	0	0
5192	1157	11	20	20	0	0	4	0	0
5193	1691	11	20	20	0	0	3	0	0
5194	1594	7	20	20	100	5.0	6	100	16.0
5195	1589	6	20	20	100	5.0	6	100	16.0
5196	1602	9	20	20	0	0	7	0	0
5197	1691	11	20	20	0	0	8	0	0
5198	1780	6	20	20	0	0	9	0	0
5199	1780	10	20	20	0	0	2	0	0
5200	1780	10	20	20	0	0	3	0	0
5201	1772	16	20	20	0	0	4	0	0
5202	1760	15	20	20	0	0	11	0	0
5203	988	1	16	16	100	25.0	6	0	0
5204	1134	6	20	20	0	0	6	0	0
5205	1450	4	20	20	0	0	8	0	0
5206	1215	11	20	20	0	0	12	0	0
5207	1531	14	20	20	0	0	10	0	0
5208	1091	11	20	20	0	0	3	0	0
5209	800	8	20	20	0	0	0	0	0
5210	792	13	20	20	7	5.0	0	0	0
5211	800	18	20	20	0	0	0	0	0
5212	800	12	20	20	0	0	0	0	0
5213	246	1	6	6	100	100.0	0	0	0
5214	501	6	20	20	100	10.0	12	100	8.0
5215	1900	12	20	20	0	0	12	0	0
5216	838	1	14	14	100	21.0	6	0	0
5217	1497	3	20	20	100	30.0	12	100	8.0
5218	1761	9	19	19	100	78.0	18	100	77.0
5219	788	11	20	16	0	0	12	0	0
5220	1524	10	20	20	0	0	8	0	0
5221	531	3	11	11	100	45.0	2	0	0
5222	1098	1	20	20	100	25.0	1	0	0
5223	1592	11	20	20	0	0	9	0	0
5224	1707	16	20	20	0	0	8	0	0
5225	1734	9	20	20	100	45.0	11	100	27.0
5226	1794	6	20	20	100	100.0	7	100	100.0
5227	1784	9	20	20	100	100.0	9	100	100.0
5228	1800	15	20	20	100	100.0	14	100	100.0
5229	1800	7	20	20	100	100.0	5	100	100.0
5230	1800	12	20	20	100	100.0	5	100	100.0
5231	1788	7	20	20	100	100.0	15	100	100.0
5232	1794	4	20	20	100	100.0	5	100	100.0
5233	1508	8	20	20	100	100.0	5	100	100.0
5234	895	6	20	20	100	100.0	0	0	0
5235	852	8	20	20	100	100.0	0	0	0
5236	543	2	15	13	100	96.0	0	0	0
5237	1109	5	20	20	100	100.0	0	0	0
5238	1112	3	20	20	100	100.0	0	0	0
5239	1441	6	20	20	100	35.0	8	100	37.0
5240	1930	13	20	20	0	0	7	0	0
5241	1940	16	20	20	0	0	4	0	0
5242	1882	7	20	20	0	0	10	0	0
5243	1932	5	20	20	0	0	10	0	0
5244	1932	11	20	20	0	0	13	0	0
5245	1932	6	20	20	0	0	4	0	0
5246	1925	8	20	20	100	5.0	9	100	11.0
5247	1940	8	20	20	0	0	9	0	0
5248	1940	13	20	20	0	0	5	0	0
5249	1940	7	20	20	0	0	8	0	0
5250	1658	13	20	20	0	0	9	0	0
5251	1264	10	20	20	0	0	7	0	0
5252	918	1	20	20	100	35.0	2	0	0
5253	779	5	16	16	100	100.0	0	0	0
5254	925	10	20	20	0	0	6	0	0
5255	1541	10	20	20	0	0	15	0	0
5256	1911	9	20	20	100	5.0	10	100	10.0
5257	1933	5	20	20	100	5.0	12	100	8.0
5258	1843	8	20	20	0	0	11	0	0
5259	865	4	11	11	0	0	5	0	0
5260	896	2	20	20	100	25.0	2	0	0
5261	1867	4	20	20	100	5.0	11	100	9.0
5262	1932	8	20	20	0	0	14	0	0
5263	1828	6	20	20	100	5.0	17	100	5.0
5264	1924	10	20	20	0	0	5	0	0
5265	1848	6	20	20	100	10.0	15	100	13.0
5266	580	5	20	20	100	10.0	2	100	100.0
5267	126	1	6	6	100	100.0	0	0	0
5268	932	1	20	20	100	100.0	0	0	0
5269	988	2	20	20	100	100.0	0	0	0
5270	933	2	20	20	100	100.0	0	0	0
5271	1000	2	20	20	100	100.0	0	0	0
5272	999	2	20	20	100	100.0	0	0	0
5273	1055	8	20	20	100	100.0	4	100	100.0
5274	1289	6	20	20	100	45.0	6	100	50.0
5275	1753	6	20	20	100	5.0	4	100	25.0
5276	1932	9	20	20	0	0	4	0	0
5277	1940	18	20	20	0	0	4	0	0
5278	1924	10	20	20	0	0	5	0	0
5279	1907	10	20	20	0	0	9	0	0
5280	1869	8	20	20	0	0	8	0	0
5281	1940	12	20	20	0	0	5	0	0
5282	1940	8	20	20	0	0	7	0	0
5283	1843	7	20	20	0	0	9	0	0
5284	1926	6	20	20	100	10.0	4	100	25.0
5285	1940	14	20	20	0	0	3	0	0
5286	1940	9	20	20	0	0	8	0	0
5287	1940	6	20	20	0	0	2	0	0
5288	1932	12	20	20	0	0	10	0	0
5289	1848	8	20	20	100	5.0	12	100	8.0
5290	1567	9	20	20	0	0	6	0	0
5291	1072	3	20	20	0	0	5	0	0
5292	775	1	20	20	100	45.0	1	0	0
5293	228	4	6	6	100	100.0	0	0	0
5294	900	1	20	20	100	100.0	0	0	0
5295	1010	1	20	20	100	20.0	4	0	0
5296	1800	11	20	20	0	0	13	0	0
5297	1940	7	20	20	0	0	8	0	0
5298	1932	9	20	20	0	0	6	0	0
5299	1924	15	20	20	0	0	11	0	0
5300	1940	11	20	20	0	0	6	0	0
5301	531	14	11	11	0	0	8	0	0
5302	1353	3	20	20	100	100.0	7	100	100.0
5303	1157	10	20	20	100	65.0	14	100	64.0
5304	1124	1	20	20	100	15.0	7	0	0
5305	43	1	1	1	100	100.0	0	0	0
5306	159	5	15	11	100	9.0	8	0	0
5307	931	2	20	20	100	30.0	3	0	0
5308	1686	4	20	20	100	50.0	12	100	58.0
5309	1799	4	20	20	100	55.0	10	100	60.0
5310	1783	4	20	20	100	55.0	19	100	52.0
5311	1312	3	20	20	100	50.0	12	100	58.0
5312	120	1	3	3	100	100.0	0	0	0
5313	690	3	20	20	100	83.33333333333333	0	0	0
5314	921	3	20	20	100	35.0	2	0	0
5315	1354	6	20	20	0	0	7	0	0
5316	1772	12	20	20	0	0	14	0	0
5317	1772	11	20	20	100	5.0	13	100	7.0
5318	1780	10	20	20	0	0	7	0	0
5319	1796	11	20	20	0	0	5	0	0
5320	1772	12	20	20	0	0	4	0	0
5321	1772	6	20	20	100	5.0	10	100	10.0
5322	1116	1	20	20	100	35.0	7	100	28.0
5323	941	1	20	18	100	94.0	0	0	0
5324	1041	4	20	20	100	100.0	0	0	0
5325	156	4	3	3	100	100.0	0	0	0
5326	1166	3	20	20	100	10.0	6	0	0
5327	1748	14	20	20	0	0	17	0	0
5328	1741	4	20	20	100	5.0	8	100	12.0
5329	1670	8	20	20	0	0	8	0	0
5330	1749	3	20	20	100	5.0	11	100	9.0
5331	1772	12	20	20	100	5.0	17	100	5.0
5332	1772	17	20	20	100	5.0	11	100	9.0
5333	1780	9	20	20	0	0	7	0	0
5334	1276	3	20	18	0	0	10	0	0
5335	771	1	20	18	100	72.0	0	0	0
5336	144	3	3	3	100	100.0	0	0	0
5337	575	1	20	20	100	60.0	7	100	71.0
5338	1612	9	20	20	100	95.0	11	100	90.0
5339	1135	6	14	14	100	100.0	9	100	100.0
5340	1068	1	20	20	100	35.0	3	0	0
5341	1525	8	20	20	0	0	6	0	0
5342	1940	9	20	20	0	0	13	0	0
5343	1940	7	20	20	0	0	10	0	0
5344	1580	7	20	20	100	5.0	18	100	5.0
5345	344	2	7	7	100	100.0	0	0	0
5346	1573	2	20	20	100	15.0	13	0	0
5347	1756	5	20	20	0	0	10	0	0
5348	1780	10	20	20	0	0	11	0	0
5349	1516	3	20	20	100	15.0	13	100	15.0
5350	196	2	4	4	100	100.0	0	0	0
5351	1514	4	20	20	100	15.0	15	100	6.0
5352	1764	13	20	20	0	0	10	0	0
5353	1780	12	20	20	0	0	9	0	0
5354	1279	5	20	20	100	5.0	13	100	7.0
5355	86	1	2	2	100	100.0	0	0	0
5356	606	3	20	20	100	40.0	11	0	0
5357	534	14	20	20	0	0	12	0	0
5358	96	2	2	2	100	100.0	0	0	0
5359	1009	3	20	20	100	25.0	12	0	0
5360	1059	7	20	20	0	0	15	0	0
5361	72	1	2	2	100	50.0	0	0	0
5362	681	5	20	20	100	60.0	1	0	0
5363	950	9	20	20	0	0	5	0	0
5364	1102	9	20	20	0	0	5	0	0
5365	1315	11	20	20	0	0	1	0	0
5366	1338	9	20	20	0	0	4	0	0
5367	1440	6	20	20	0	0	2	0	0
5368	1374	5	20	20	100	5.0	8	100	12.0
5369	1540	14	20	20	0	0	3	0	0
5370	1490	4	20	20	100	5.0	4	100	25.0
5371	1845	6	20	20	0	0	10	0	0
5372	1857	7	20	18	0	0	10	0	0
5373	1940	12	20	20	0	0	8	0	0
5374	1932	8	20	20	0	0	6	0	0
5375	1916	10	20	20	0	0	4	0	0
5376	1925	7	20	20	100	5.0	3	100	33.0
5377	1932	10	20	20	0	0	3	0	0
5378	1932	8	20	20	0	0	5	0	0
5379	1924	12	20	20	0	0	5	0	0
5380	1932	12	20	20	0	0	1	0	0
5381	1924	14	20	20	0	0	2	0	0
5382	1940	14	20	20	0	0	2	0	0
5383	1940	8	20	20	0	0	3	0	0
5384	1932	15	20	20	0	0	5	0	0
5385	1843	7	20	20	0	0	6	0	0
5386	1843	25	20	20	0	0	9	0	0
5387	1940	9	20	20	0	0	4	0	0
5388	1940	9	20	20	0	0	7	0	0
5389	1940	10	20	20	0	0	0	0	0
5390	1940	6	20	20	100	5.0	4	100	25.0
5391	1932	10	20	20	0	0	7	0	0
5392	1932	9	20	20	0	0	4	0	0
5393	1907	12	20	20	0	0	5	0	0
5394	1450	9	20	20	100	5.0	9	100	11.0
5395	1240	2	20	20	0	0	2	0	0
5396	1232	8	20	20	0	0	2	0	0
5397	1215	8	20	20	0	0	3	0	0
5398	1095	6	20	20	0	0	3	0	0
5399	987	1	20	20	100	85.0	5	100	60.0
5400	992	6	20	20	100	55.0	1	100	100.0
5401	956	3	20	18	0	0	0	0	0
5402	1015	1	20	18	0	0	0	0	0
5403	1022	16	20	20	0	0	0	0	0
5404	985	15	20	20	0	0	0	0	0
5405	982	2	20	20	100	20.0	0	0	0
5406	123	8	3	3	0	0	0	0	0
5407	1140	3	20	20	100	100.0	0	0	0
5408	1134	1	20	20	100	100.0	0	0	0
5409	1132	3	20	20	100	100.0	0	0	0
5410	1140	2	20	20	100	100.0	0	0	0
5411	920	2	20	20	100	100.0	0	0	0
5412	1020	2	20	20	100	100.0	0	0	0
5413	894	2	20	20	100	100.0	0	0	0
5414	1140	4	20	20	100	100.0	0	0	0
5415	922	1	20	20	100	100.0	0	0	0
5416	1140	1	20	20	100	100.0	0	0	0
5417	1133	1	20	20	100	100.0	0	0	0
5418	920	1	20	20	100	100.0	0	0	0
5419	920	1	20	20	100	100.0	0	0	0
5420	1135	2	20	20	100	95.0	3	100	66.0
5421	1070	11	20	20	0	0	2	0	0
5422	1305	13	20	20	0	0	9	0	0
5423	1515	10	20	20	0	0	5	0	0
5424	1719	2	20	20	100	5.0	5	100	20.0
5425	1755	6	20	20	0	0	6	0	0
5426	1872	2	20	20	100	5.0	6	0	0
5427	1900	3	20	20	100	5.0	6	0	0
5428	1940	8	20	20	0	0	2	0	0
5429	1519	3	20	20	0	0	6	0	0
5430	1875	4	20	20	100	5.0	7	0	0
5431	1884	2	20	20	100	5.0	6	0	0
5432	1909	2	20	20	100	5.0	8	100	12.0
5433	1916	10	20	20	0	0	5	0	0
5434	1893	9	20	20	100	5.0	3	100	33.0
5435	1940	8	20	20	0	0	2	0	0
5436	1826	6	20	20	100	35.0	2	0	0
5437	1676	4	20	20	100	35.0	9	100	11.0
5438	1537	3	20	20	100	10.0	8	0	0
5439	1940	6	20	20	0	0	3	0	0
5440	1755	3	20	16	100	6.0	2	0	0
5441	1940	12	20	20	0	0	2	0	0
5442	1835	9	20	20	0	0	5	0	0
5443	1924	3	20	20	0	0	7	0	0
5444	1916	9	20	20	0	0	7	0	0
5445	1835	6	20	20	100	10.0	10	100	20.0
5446	1916	11	20	20	9	5.0	8	9	12.0
5447	1924	10	20	20	0	0	3	0	0
5448	1940	12	20	20	0	0	3	0	0
5449	1843	10	20	20	0	0	3	0	0
5450	1940	12	20	20	0	0	4	0	0
5451	1940	11	20	20	100	10.0	14	0	0
5452	1924	11	20	20	100	100.0	1	100	100.0
5453	1924	9	20	20	100	100.0	3	100	100.0
5454	1940	11	20	20	100	100.0	1	100	100.0
5455	1940	8	20	20	100	100.0	0	0	0
5456	1940	14	20	20	100	100.0	1	100	100.0
5457	1940	9	20	20	100	100.0	3	100	100.0
5458	1916	11	20	20	100	100.0	6	100	100.0
5459	1924	5	20	20	100	80.0	7	100	42.0
5460	1843	8	20	20	100	80.0	10	100	60.0
5461	1940	14	20	20	100	95.0	4	100	75.0
5462	1940	10	20	20	100	100.0	1	100	100.0
5463	1889	5	20	20	100	100.0	6	100	100.0
5464	1523	8	20	20	100	90.0	4	100	50.0
5465	1137	6	18	18	100	100.0	2	100	100.0
5466	989	1	20	20	100	100.0	2	100	100.0
5467	1277	1	20	20	100	55.0	6	0	0
5468	1608	5	20	20	100	10.0	9	100	22.0
5469	1604	8	20	20	0	0	14	0	0
5470	1581	3	20	20	100	10.0	14	100	7.0
5471	1620	14	20	20	0	0	12	0	0
5472	1132	2	20	20	100	10.0	12	100	16.0
5473	1173	1	20	18	100	100.0	0	0	0
5474	60	4	1	1	100	100.0	0	0	0
5475	1274	5	20	20	100	25.0	7	0	0
5476	1724	4	20	20	100	5.0	10	0	0
5477	1319	8	20	20	0	0	10	0	0
5478	1757	5	20	20	100	5.0	9	100	11.0
5479	1009	1	20	18	0	0	10	0	0
5480	120	4	3	3	100	100.0	0	0	0
5481	415	11	20	16	0	0	10	0	0
5482	594	8	20	20	0	0	5	0	0
5483	542	10	20	20	0	0	3	0	0
5484	485	10	20	20	0	0	6	0	0
5485	1435	5	20	20	0	0	7	0	0
5486	1940	11	20	20	0	0	8	0	0
5487	1933	4	20	20	100	5.0	11	100	9.0
5488	1072	4	20	20	100	40.0	5	0	0
5489	502	1	11	11	100	100.0	0	0	0
5490	921	3	20	20	100	45.0	3	0	0
5491	1819	14	20	20	100	54.642857142857146	9	100	44.0
5492	1996	10	20	20	100	100.0	9	100	100.0
5493	1998	9	20	20	77	100.0	8	77	100.0
5494	1768	11	20	20	90	95.0	17	90	94.0
5495	791	2	20	20	100	75.0	2	0	0
5496	324	1	9	9	100	100.0	0	0	0
5497	1378	1	20	20	100	15.0	9	0	0
5498	1152	9	20	20	100	10.0	15	100	13.0
5499	890	1	17	15	100	53.0	4	100	25.0
5500	1028	3	20	20	100	10.0	6	0	0
5501	1620	7	20	20	100	5.0	12	100	8.0
5502	1589	8	20	20	100	5.0	14	100	7.0
5503	1377	11	20	20	0	0	5	0	0
5504	726	1	15	15	100	6.0	0	0	0
5505	360	1	20	20	100	65.0	2	0	0
5506	1629	7	20	20	0	0	10	0	0
5507	1726	10	20	18	0	0	8	0	0
5508	1932	8	20	20	0	0	8	0	0
5509	1746	9	20	20	0	0	12	0	0
5510	1567	8	18	18	0	0	10	0	0
5511	80	10	20	18	0	0	8	0	0
5512	1620	15	20	20	0	0	5	0	0
5513	1620	7	20	20	0	0	4	0	0
5514	1620	3	20	20	0	0	5	0	0
5515	1612	16	20	20	0	0	8	0	0
5516	1612	7	20	20	0	0	9	0	0
5517	1620	7	20	20	0	0	8	0	0
5518	1424	4	20	20	100	25.0	9	0	0
5519	886	1	20	20	100	100.0	0	0	0
5520	760	1	20	20	100	100.0	0	0	0
5521	844	3	16	16	100	100.0	0	0	0
5522	1940	10	20	20	100	95.0	6	100	83.0
5523	1059	12	20	20	100	30.0	5	100	80.0
5524	291	14	20	20	100	5.0	0	0	0
5525	873	5	20	20	0	0	0	0	0
5526	768	15	20	20	100	30.0	3	100	66.0
5527	776	9	20	20	0	0	1	0	0
5528	291	7	20	20	100	5.0	1	0	0
5529	485	4	20	20	0	0	2	0	0
5530	776	10	20	20	0	0	0	0	0
